База данных обычного бетона — Normal Concrete ML Dataset;;;;;;;;;;;
Всего строк: 2412  |  Оба таргета (Slump+CS): 873  |  Только CS_28d: 1539  |  Источники: UCI Slump Test (Yeh,2007), Mendeley Guangxi (2022), UCI CS (Yeh,1998), Лист6;;;;;;;;;;;
Цемент (кг/м³);Шлак BFS (кг/м³);Зола-унос (кг/м³);Микрокремнезём (кг/м³);Вода (кг/м³);Суперпластификатор (кг/м³);ЩебеньКрупный заполнитель (кг/м³);Песок Мелкий заполнитель (кг/м³);Возраст (дней);Осадка конуса (мм)  ← ТАРГЕТ 1;Прочность CS_28d (МПа)  ← ТАРГЕТ 2;Источник
440,00;0,00;0,00;0,00;210,00;8,10;815,00;920,00;28;;55,45;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;8,10;780,00;940,00;28;;54,03;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;8,64;780,00;955,00;28;;51,89;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;8,64;815,00;920,00;28;;55,26;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;9,18;780,00;940,00;28;;53,72;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;210,00;9,18;780,00;955,00;28;;51,69;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;8,96;870,00;840,00;28;;68;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;8,96;830,00;855,00;28;;67;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;8,96;830,00;870,00;28;;65,3;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;9,72;870,00;840,00;28;;68,5;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;9,72;830,00;855,00;28;;67,67;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;9,72;830,00;870,00;28;;65,1;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;9,72;870,00;840,00;28;;67,29;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;9,72;840,00;855,00;28;;65;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;198,00;9,72;840,00;870,00;28;;64,86;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;9,72;870,00;840,00;28;;59;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;9,72;840,00;860,00;28;;57,7;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;9,72;840,00;875,00;28;;55,4;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;10,80;870,00;840,00;28;;59,7;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;10,80;840,00;860,00;28;;58,51;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;10,80;840,00;875,00;28;;55,96;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;10,80;870,00;840,00;28;;59,41;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;10,80;840,00;860,00;28;;58,26;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;187,00;10,80;840,00;875,00;28;;55,67;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;9,94;870,00;840,00;28;;63;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;9,94;850,00;865,00;28;;60,9;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;9,94;850,00;880,00;28;;58,9;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;10,48;870,00;840,00;28;;63,6;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;10,48;850,00;865,00;28;;61,45;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;10,48;850,00;880,00;28;;64,48;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;10,48;870,00;840,00;28;;63,27;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;10,48;850,00;865,00;28;;61,29;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;183,00;10,48;850,00;880,00;28;;64,13;Лист6_Simple_CS_only
225,00;0,00;0,00;0,00;179,00;4,50;865,00;898,00;28;;33,94;Лист6_Simple_CS_only
231,00;0,00;0,00;0,00;175,00;4,62;862,00;864,00;28;;38,9;Лист6_Simple_CS_only
258,00;0,00;0,00;0,00;176,00;5,16;835,00;836,00;28;;41,21;Лист6_Simple_CS_only
330,00;0,00;0,00;0,00;176,00;5,50;826,00;827,00;28;;45,95;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;180,00;6,00;797,00;796,00;28;;53;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;168,00;6,00;812,00;813,00;28;;56;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;172,00;9,75;785,00;785,00;28;;61,64;Лист6_Simple_CS_only
450,00;0,00;0,00;0,00;174,00;11,20;760,00;760,00;28;;66,29;Лист6_Simple_CS_only
390,00;0,00;0,00;0,00;156,00;9,75;881,00;874,00;28;;25,5;Лист6_Simple_CS_only
384,00;0,00;0,00;0,00;211,20;9,22;863,00;836,00;28;;29;Лист6_Simple_CS_only
310,00;0,00;0,00;0,00;170,00;6,00;667,00;1 018,00;28;;51,2;Лист6_Simple_CS_only
315,00;0,00;0,00;0,00;173,00;5,51;673,00;1 025,00;28;;50,7;Лист6_Simple_CS_only
320,00;0,00;0,00;0,00;174,00;5,21;687,00;1 016,00;28;;53,6;Лист6_Simple_CS_only
330,36;0,00;0,00;0,00;179,74;5,97;739,44;875,16;28;;48,4;Лист6_Simple_CS_only
330,85;0,00;0,00;0,00;180,05;6,02;739,44;857,57;28;;57,3;Лист6_Simple_CS_only
331,33;0,00;0,00;0,00;180,38;6,08;739,44;840,00;28;;63,8;Лист6_Simple_CS_only
330,36;0,00;0,00;0,00;180,05;6,08;754,18;875,16;28;;61,3;Лист6_Simple_CS_only
330,85;0,00;0,00;0,00;180,38;5,97;754,18;857,57;28;;50,45;Лист6_Simple_CS_only
331,33;0,00;0,00;0,00;179,74;6,02;754,18;840,00;28;;53,1;Лист6_Simple_CS_only
330,85;0,00;0,00;0,00;180,38;6,02;768,88;875,16;28;;61,1;Лист6_Simple_CS_only
331,33;0,00;0,00;0,00;179,74;6,08;768,88;857,57;28;;55,9;Лист6_Simple_CS_only
330,36;0,00;0,00;0,00;180,05;5,97;768,88;840,00;28;;55,3;Лист6_Simple_CS_only
331,33;0,00;0,00;0,00;180,05;6,02;739,44;875,16;28;;57,3;Лист6_Simple_CS_only
330,36;0,00;0,00;0,00;180,38;6,08;739,44;857,57;28;;65,6;Лист6_Simple_CS_only
330,85;0,00;0,00;0,00;179,74;5,97;739,44;840,00;28;;53,6;Лист6_Simple_CS_only
330,85;0,00;0,00;0,00;179,74;6,08;754,18;875,16;28;;52,9;Лист6_Simple_CS_only
331,33;0,00;0,00;0,00;180,05;5,97;754,18;857,57;28;;47,3;Лист6_Simple_CS_only
330,36;0,00;0,00;0,00;180,38;6,02;754,18;840,00;28;;59,26;Лист6_Simple_CS_only
331,33;0,00;0,00;0,00;180,38;5,97;768,88;875,16;28;;51,53;Лист6_Simple_CS_only
330,36;0,00;0,00;0,00;179,74;6,02;768,88;857,57;28;;56,6;Лист6_Simple_CS_only
330,85;0,00;0,00;0,00;180,05;6,08;768,88;840,00;28;;58,45;Лист6_Simple_CS_only
540,00;0,00;0,00;0,00;200,00;12,00;750,00;900,00;28;;78,05;Лист6_Simple_CS_only
420,00;0,00;0,00;0,00;192,00;12,00;750,00;900,00;28;;79,19;Лист6_Simple_CS_only
570,00;0,00;0,00;0,00;200,00;12,00;750,00;900,00;28;;80,42;Лист6_Simple_CS_only
540,00;0,00;0,00;0,00;192,00;12,00;750,00;900,00;28;;79,18;Лист6_Simple_CS_only
540,00;0,00;0,00;0,00;209,00;12,00;750,00;900,00;28;;77,82;Лист6_Simple_CS_only
510,00;0,00;0,00;0,00;209,00;12,00;750,00;900,00;28;;77,15;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;200,00;12,00;750,00;900,00;28;;70,67;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;200,00;12,00;750,00;900,00;28;;73,7;Лист6_Simple_CS_only
407,00;0,00;0,00;0,00;181,00;7,50;761,00;815,00;28;;70,4;Лист6_Simple_CS_only
428,00;0,00;0,00;0,00;188,00;7,90;736,00;788,00;28;;74,5;Лист6_Simple_CS_only
438,00;0,00;0,00;0,00;191,00;8,10;723,00;774,00;28;;69,5;Лист6_Simple_CS_only
458,00;0,00;0,00;0,00;190,00;8,40;698,00;748,00;28;;68,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;175,00;7,35;600,00;900,00;28;;48,88;Лист6_Simple_CS_only
300,00;0,00;0,00;0,00;175,00;6,21;600,00;900,00;28;;42,23;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;175,00;5,00;600,00;900,00;28;;35,14;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;173,50;6,75;639,00;967,00;28;;62,2;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;173,50;6,75;621,00;939,00;28;;57,3;Лист6_Simple_CS_only
300,00;0,00;0,00;0,00;175,50;6,75;613,00;927,00;28;;59,1;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;173,90;6,75;608,00;920,00;28;;40,8;Лист6_Simple_CS_only
200,00;0,00;0,00;0,00;173,50;6,75;603,00;912,00;28;;38,1;Лист6_Simple_CS_only
150,00;0,00;0,00;0,00;173,50;6,75;597,00;902,00;28;;34,4;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;169,00;6,75;620,00;937,00;28;;52,4;Лист6_Simple_CS_only
300,00;0,00;0,00;0,00;162,00;6,75;618,00;935,00;28;;52,3;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;149,50;6,75;622,00;941,00;28;;47,5;Лист6_Simple_CS_only
200,00;0,00;0,00;0,00;149,50;6,75;614,00;929,00;28;;39,9;Лист6_Simple_CS_only
150,00;0,00;0,00;0,00;142,80;6,75;613,00;927,00;28;;32,8;Лист6_Simple_CS_only
467,00;0,00;0,00;0,00;182,00;8,53;762,00;865,00;28;;74,2;Лист6_Simple_CS_only
412,00;0,00;0,00;0,00;182,00;8,25;752,00;887,00;28;;73,4;Лист6_Simple_CS_only
357,00;0,00;0,00;0,00;182,00;7,98;742,00;878,00;28;;67,5;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;182,00;9,35;775,00;866,00;28;;77,9;Лист6_Simple_CS_only
330,00;0,00;0,00;0,00;182,00;9,08;772,00;863,00;28;;74,8;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;182,00;8,80;769,00;861,00;28;;71,6;Лист6_Simple_CS_only
495,00;0,00;0,00;0,00;182,00;9,08;775,00;866,00;28;;69,3;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;182,00;8,80;771,00;863,00;28;;65,2;Лист6_Simple_CS_only
385,00;0,00;0,00;0,00;182,00;8,53;768,00;860,00;28;;60,2;Лист6_Simple_CS_only
377,00;0,00;0,00;0,00;227,00;3,70;562,00;861,00;28;;56,1;Лист6_Simple_CS_only
376,00;0,00;0,00;0,00;203,00;6,50;577,00;886,00;28;;49,7;Лист6_Simple_CS_only
377,00;0,00;0,00;0,00;181,00;7,90;593,00;898,00;28;;46,8;Лист6_Simple_CS_only
376,00;0,00;0,00;0,00;158,00;9,00;609,00;932,00;28;;42,8;Лист6_Simple_CS_only
377,00;0,00;0,00;0,00;140,00;13,00;630,00;963,00;28;;36,3;Лист6_Simple_CS_only
290,00;0,00;0,00;0,00;130,50;2,32;837,00;913,00;28;;42,7;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;1,25;837,00;478,00;28;;17;Лист6_Simple_CS_only
210,00;0,00;0,00;0,00;136,50;1,68;837,00;910,00;28;;19,1;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;1,25;837,00;742,00;28;;24,1;Лист6_Simple_CS_only
290,00;0,00;0,00;0,00;188,50;0,58;837,00;709,00;28;;26,6;Лист6_Simple_CS_only
290,00;0,00;0,00;0,00;130,50;0,58;837,00;625,00;28;;32,9;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;1,25;837,00;742,00;28;;26;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;1,25;837,00;742,00;28;;28,5;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;1,25;837,00;742,00;28;;26,4;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;0,00;837,00;739,00;28;;27,3;Лист6_Simple_CS_only
317,00;0,00;0,00;0,00;174,35;1,59;837,00;594,00;28;;29,1;Лист6_Simple_CS_only
210,00;0,00;0,00;0,00;136,50;0,42;837,00;562,00;28;;10,2;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;1,25;837,00;742,00;28;;25,3;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;137,50;2,50;837,00;746,00;28;;26,7;Лист6_Simple_CS_only
250,00;0,00;0,00;0,00;180,00;1,25;837,00;566,00;28;;11;Лист6_Simple_CS_only
183,00;0,00;0,00;0,00;100,65;0,92;837,00;891,00;28;;22,1;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;154,00;10,50;769,85;740,80;28;;83,15;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;154,00;10,50;769,52;740,48;28;;90,99;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;154,00;10,50;769,18;740,16;28;;86,99;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;154,00;10,50;769,52;740,48;28;;99,84;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;154,00;10,50;769,63;740,59;28;;99,76;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;140,00;10,50;788,07;758,33;28;;88,98;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;140,00;10,50;787,73;758,01;28;;83,94;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;140,00;10,50;788,07;758,33;28;;85,37;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;140,00;13,30;790,40;781,44;28;;91,13;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;154,00;11,20;774,98;766,19;28;;117,03;Лист6_Simple_CS_only
408,50;0,00;0,00;0,00;200,00;3,68;630,00;1 135,00;28;;53,006;Лист6_Simple_CS_only
387,00;0,00;0,00;0,00;200,00;3,29;630,00;1 135,00;28;;51,039;Лист6_Simple_CS_only
365,50;0,00;0,00;0,00;200,00;3,11;630,00;1 135,00;28;;50,982;Лист6_Simple_CS_only
344,00;0,00;0,00;0,00;200,00;2,75;630,00;1 135,00;28;;50,37;Лист6_Simple_CS_only
322,50;0,00;0,00;0,00;200,00;2,58;630,00;1 135,00;28;;43,984;Лист6_Simple_CS_only
301,00;0,00;0,00;0,00;200,00;2,26;630,00;1 135,00;28;;44,003;Лист6_Simple_CS_only
279,50;0,00;0,00;0,00;200,00;2,10;630,00;1 135,00;28;;44,344;Лист6_Simple_CS_only
258,00;0,00;0,00;0,00;200,00;1,68;630,00;1 135,00;28;;43,184;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;126,00;11,70;500,00;1 050,00;28;;61,3;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;143,50;8,90;500,00;1 050,00;28;;60,1;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;161,00;6,90;500,00;1 050,00;28;;58,7;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;178,50;3,80;500,00;1 050,00;28;;49,5;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;196,00;3,20;500,00;1 050,00;28;;43;Лист6_Simple_CS_only
333,00;0,00;0,00;0,00;158,00;7,30;500,00;1 050,00;28;;52,9;Лист6_Simple_CS_only
326,00;0,00;0,00;0,00;158,00;5,10;500,00;1 050,00;28;;54,3;Лист6_Simple_CS_only
319,00;0,00;0,00;0,00;158,00;5,20;500,00;1 050,00;28;;58,4;Лист6_Simple_CS_only
313,00;0,00;0,00;0,00;158,00;6,80;500,00;1 050,00;28;;63,3;Лист6_Simple_CS_only
307,00;0,00;0,00;0,00;158,00;6,10;500,00;1 050,00;28;;59,1;Лист6_Simple_CS_only
301,00;0,00;0,00;0,00;158,00;8,80;500,00;1 050,00;28;;65,5;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;200,00;17,50;750,00;875,00;28;;38;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;200,00;20,00;750,00;875,00;28;;37,8;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;200,00;22,50;750,00;875,00;28;;22,2;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;200,00;17,50;750,00;875,00;28;;36,2;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;200,00;20,00;750,00;875,00;28;;41,4;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;200,00;22,50;750,00;875,00;28;;48,5;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;198,00;3,20;855,00;813,00;28;;68;Лист6_Simple_CS_only
270,00;0,00;0,00;0,00;198,00;2,90;842,00;801,00;28;;60,3;Лист6_Simple_CS_only
180,00;0,00;0,00;0,00;198,00;3,00;829,00;788,00;28;;42,5;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;198,00;3,70;866,00;824,00;28;;72,6;Лист6_Simple_CS_only
270,00;0,00;0,00;0,00;198,00;3,40;863,00;821,00;28;;74,9;Лист6_Simple_CS_only
180,00;0,00;0,00;0,00;198,00;2,80;861,00;819,00;28;;65,7;Лист6_Simple_CS_only
428,00;0,00;0,00;0,00;198,00;4,90;865,00;823,00;28;;71,2;Лист6_Simple_CS_only
405,00;0,00;0,00;0,00;198,00;5,20;861,00;819,00;28;;76,1;Лист6_Simple_CS_only
383,00;0,00;0,00;0,00;198,00;7,80;858,00;816,00;28;;74,8;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;198,00;4,20;855,00;813,00;28;;67,2;Лист6_Simple_CS_only
270,00;0,00;0,00;0,00;198,00;4,50;841,00;801,00;28;;57,6;Лист6_Simple_CS_only
180,00;0,00;0,00;0,00;198,00;4,80;828,00;788,00;28;;44,9;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;198,00;4,00;863,00;821,00;28;;68;Лист6_Simple_CS_only
270,00;0,00;0,00;0,00;198,00;4,60;857,00;816,00;28;;68,2;Лист6_Simple_CS_only
180,00;0,00;0,00;0,00;198,00;5,80;852,00;810,00;28;;70,7;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;198,00;3,20;861,00;819,00;28;;78;Лист6_Simple_CS_only
270,00;0,00;0,00;0,00;198,00;3,20;853,00;811,00;28;;69,2;Лист6_Simple_CS_only
180,00;0,00;0,00;0,00;198,00;2,80;845,00;803,00;28;;60,6;Лист6_Simple_CS_only
360,00;0,00;0,00;0,00;198,00;4,20;859,00;817,00;28;;76;Лист6_Simple_CS_only
270,00;0,00;0,00;0,00;198,00;4,20;849,00;808,00;28;;66,8;Лист6_Simple_CS_only
180,00;0,00;0,00;0,00;198,00;5,00;840,00;799,00;28;;55,2;Лист6_Simple_CS_only
400,00;0,00;0,00;0,00;250,00;14,00;700,00;850,00;28;;42,9;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;250,00;12,25;700,00;850,00;28;;40,9;Лист6_Simple_CS_only
300,00;0,00;0,00;0,00;250,00;10,50;700,00;850,00;28;;33,5;Лист6_Simple_CS_only
465,00;0,00;0,00;0,00;227,70;10,73;590,00;910,00;28;;35,19;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;228,60;11,01;590,00;910,00;28;;33,15;Лист6_Simple_CS_only
415,00;0,00;0,00;0,00;233,30;9,91;590,00;910,00;28;;31,47;Лист6_Simple_CS_only
385,00;0,00;0,00;0,00;234,40;9,91;590,00;910,00;28;;30,66;Лист6_Simple_CS_only
355,00;0,00;0,00;0,00;241,60;9,91;590,00;910,00;28;;29,62;Лист6_Simple_CS_only
300,00;0,00;0,00;0,00;180,00;5,70;733,60;1 072,70;28;;40,4;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;210,00;5,25;684,30;1 080,10;28;;36,9;Лист6_Simple_CS_only
350,00;0,00;0,00;0,00;210,00;5,08;726,40;996,50;28;;38,7;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;176,00;8,22;916,00;713,00;28;;79,2;Лист6_Simple_CS_only
330,00;0,00;0,00;0,00;176,00;9,11;898,00;699,00;28;;67,2;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,00;8,89;880,00;685,00;28;;59,9;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;176,00;9,78;927,00;721,00;28;;79,6;Лист6_Simple_CS_only
330,00;0,00;0,00;0,00;176,00;10,78;920,00;716,00;28;;87,5;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,00;10,22;912,00;710,00;28;;84,5;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;176,00;8,00;924,00;720,00;28;;76,9;Лист6_Simple_CS_only
330,00;0,00;0,00;0,00;176,00;7,50;913,00;711,00;28;;62,2;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,00;4,44;903,00;703,00;28;;69,3;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;176,00;6,40;922,00;717,00;28;;78,6;Лист6_Simple_CS_only
330,00;0,00;0,00;0,00;176,00;6,48;909,00;707,00;28;;72,7;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;176,00;8,00;896,00;697,00;28;;64,3;Лист6_Simple_CS_only
374,00;0,00;0,00;0,00;182,00;2,25;968,00;790,00;28;;93;Лист6_Simple_CS_only
366,00;0,00;0,00;0,00;178,00;1,25;968,00;790,00;28;;97;Лист6_Simple_CS_only
336,00;0,00;0,00;0,00;176,00;1,50;968,00;790,00;28;;101;Лист6_Simple_CS_only
308,00;0,00;0,00;0,00;175,00;1,65;968,00;790,00;28;;103;Лист6_Simple_CS_only
397,00;0,00;0,00;0,00;168,00;3,00;968,00;790,00;28;;99;Лист6_Simple_CS_only
388,00;0,00;0,00;0,00;170,00;1,50;968,00;790,00;28;;109;Лист6_Simple_CS_only
413,00;0,00;0,00;0,00;155,00;2,00;968,00;790,00;28;;122;Лист6_Simple_CS_only
413,00;0,00;0,00;0,00;155,00;2,00;968,00;790,00;28;;118;Лист6_Simple_CS_only
413,00;0,00;0,00;0,00;155,00;1,75;968,00;790,00;28;;119;Лист6_Simple_CS_only
460,00;0,00;0,00;0,00;161,00;1,10;1 085,20;693,81;28;;68;Лист6_Simple_CS_only
368,00;0,00;0,00;0,00;161,00;0,88;1 085,20;693,81;28;;66;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;161,00;0,77;1 085,20;693,81;28;;58;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;161,00;0,66;1 085,20;693,81;28;;56;Лист6_Simple_CS_only
322,00;0,00;0,00;0,00;161,00;0,77;1 085,20;693,81;28;;61,5;Лист6_Simple_CS_only
276,00;0,00;0,00;0,00;161,00;0,66;1 085,20;693,81;28;;58;Лист6_Simple_CS_only
319,00;0,00;0,00;0,00;185,00;0,00;1 600,00;368,00;28;;44,2;Лист6_Simple_CS_only
110,00;0,00;0,00;0,00;246,00;1,10;821,00;698,00;28;;48,3;Лист6_Simple_CS_only
500,00;0,00;0,00;0,00;185,00;0,00;1 467,00;337,00;28;;74,5;Лист6_Simple_CS_only
220,00;0,00;0,00;0,00;172,00;2,64;937,00;796,00;28;;73,5;Лист6_Simple_CS_only
552,00;0,00;0,00;0,00;160,00;5,52;1 486,00;342,00;28;;91,3;Лист6_Simple_CS_only
330,00;0,00;0,00;0,00;144,00;4,95;981,00;835,00;28;;92,6;Лист6_Simple_CS_only
600,00;0,00;0,00;0,00;155,00;7,20;1 462,00;336,00;28;;92,3;Лист6_Simple_CS_only
440,00;0,00;0,00;0,00;142,00;6,60;989,00;841,00;28;;94,6;Лист6_Simple_CS_only
412,50;0,00;0,00;0,00;203,50;0,00;520,10;612,70;28;;44;Лист6_Simple_CS_only
401,50;0,00;0,00;0,00;203,50;0,00;518,60;610,90;28;;50;Лист6_Simple_CS_only
385,00;0,00;0,00;0,00;203,50;0,00;516,80;608,80;28;;52;Лист6_Simple_CS_only
412,50;0,00;0,00;0,00;203,50;0,00;523,10;612,70;28;;54;Лист6_Simple_CS_only
401,50;0,00;0,00;0,00;203,50;0,00;521,60;610,90;28;;62;Лист6_Simple_CS_only
385,00;0,00;0,00;0,00;203,50;0,00;519,80;608,80;28;;65;Лист6_Simple_CS_only
337,50;0,00;0,00;0,00;225,00;0,00;531,90;626,50;28;;30;Лист6_Simple_CS_only
328,50;0,00;0,00;0,00;225,00;0,00;530,60;625,10;28;;32;Лист6_Simple_CS_only
315,00;0,00;0,00;0,00;225,00;0,00;529,20;623,40;28;;33;Лист6_Simple_CS_only
337,50;0,00;0,00;0,00;225,00;0,00;534,90;626,10;28;;34;Лист6_Simple_CS_only
328,50;0,00;0,00;0,00;225,00;0,00;533,70;625,10;28;;40;Лист6_Simple_CS_only
315,00;0,00;0,00;0,00;225,00;0,00;532,20;623,40;28;;46;Лист6_Simple_CS_only
375,00;0,00;0,00;0,00;190,00;6,25;824,90;824,90;28;;49;Лист6_Simple_CS_only
382,50;0,00;0,00;0,00;206,20;6,02;793,10;793,10;28;;38,7;Лист6_Simple_CS_only
321,80;0,00;0,00;0,00;174,50;5,60;845,30;845,30;28;;37,6;Лист6_Simple_CS_only
327,50;0,00;0,00;0,00;206,20;6,93;787,20;787,20;28;;47,7;Лист6_Simple_CS_only
327,50;0,00;0,00;0,00;206,20;6,93;783,10;783,10;28;;47,4;Лист6_Simple_CS_only
327,50;0,00;0,00;0,00;187,50;6,02;812,40;812,40;28;;53,5;Лист6_Simple_CS_only
357,50;0,00;0,00;0,00;209,00;6,88;768,30;768,30;28;;48,2;Лист6_Simple_CS_only
338,90;0,00;0,00;0,00;191,80;6,45;824,60;824,60;28;;43,5;Лист6_Simple_CS_only
300,00;0,00;0,00;0,00;190,00;6,25;812,50;812,50;28;;62,3;Лист6_Simple_CS_only
304,80;0,00;0,00;0,00;174,50;6,45;845,40;845,40;28;;49,6;Лист6_Simple_CS_only
345,90;0,00;0,00;0,00;206,20;6,02;791,20;791,20;28;;29,4;Лист6_Simple_CS_only
345,90;0,00;0,00;0,00;187,50;6,02;811,30;811,30;28;;38,6;Лист6_Simple_CS_only
345,90;0,00;0,00;0,00;187,50;6,93;814,50;814,50;28;;40,4;Лист6_Simple_CS_only
345,90;0,00;0,00;0,00;206,20;6,93;786,10;786,10;28;;32,8;Лист6_Simple_CS_only
321,80;0,00;0,00;0,00;191,80;6,45;825,70;825,70;28;;26,6;Лист6_Simple_CS_only
327,50;0,00;0,00;0,00;187,50;6,93;807,30;807,30;28;;56,9;Лист6_Simple_CS_only
345,90;0,00;0,00;0,00;206,20;6,93;790,20;790,20;28;;28,7;Лист6_Simple_CS_only
270,60;0,00;0,00;0,00;191,80;5,60;818,10;818,10;28;;35,6;Лист6_Simple_CS_only
290,90;0,00;0,00;0,00;187,50;6,93;805,40;805,40;28;;50,8;Лист6_Simple_CS_only
325,00;0,00;0,00;0,00;190,00;6,25;816,70;816,70;28;;41,6;Лист6_Simple_CS_only
327,50;0,00;0,00;0,00;187,50;6,93;811,50;811,50;28;;51,7;Лист6_Simple_CS_only
321,80;0,00;0,00;0,00;191,80;6,45;821,80;821,80;28;;30,7;Лист6_Simple_CS_only
327,50;0,00;0,00;0,00;206,20;6,02;784,00;784,00;28;;46;Лист6_Simple_CS_only
309,20;0,00;0,00;0,00;206,20;6,93;784,20;784,20;28;;27,8;Лист6_Simple_CS_only
